idx,query,text,negative_score,neutral_score,positive_score,compound_score
264,state violence,Ahead of the Ram Navami violence in Karauli Popular Front had alerted the Rajasthan State govt. about the Hindutva vile plans. But they didnt pay heed. ResistAntiMuslimViolence IndiaWithPFI,0.157,0.74,0.103,-0.4129
265,state violence,I know Mick and Clare personally both of them are very good people and politicians.Neither Mick or Clare have or would ever support any form of violence.This war is terrible but I will always have good respect for Wallace and Daly. ,0.09,0.662,0.248,0.8354
266,state violence,incorrect-hermitcraft: Wels: Youve heard the States concerns about your criminal history and your potential for violence if released. What would you like the judge to consider when resolving your case? Scar: Ive never done a violent thing... ,0.16,0.663,0.176,-0.0654
267,state violence,This report assesses the state of knowledge on the intersections between natural disasters and political violence based on a systematic and extensive review of the existing scientific literature ,0.225,0.702,0.073,-0.7351
268,state violence,Lets call this what it is: transgender refugees fleeing political persecution and state violence. When trans people say there is a transgender genocide going on we're serious - they seek to eliminate us from all aspects of life and end trans children.,0.124,0.876,0.0,-0.6597
269,state violence,If Hindus does violence at Muslim Area in BJP states Like Guj and MP they blame MuslimsIf Muslims does violence at Muslim Area in Non-Bjp state like Delhi they blame Kejriwal... that's it ..DelhiRiots,0.283,0.609,0.109,-0.8402
270,state violence,Resistance Lab DatasetsA collection of data and tools exploring UK state violence ,0.272,0.728,0.0,-0.6249
271,state violence,interesting deconstruction or theory of the 'meta-state' as a 'radical shift in the way humans make violence predictable'. this could well explain the inherent logic of the 'stakeholder capitalism' movement to transcend old industrial capitalism and territorial nation states. ,0.093,0.797,0.109,-0.0772
272,state violence,BJP workers in West Bengal still could not come to their homes open their shops start farm work after post poll violence Neither State Leadership Nor Central Leadership sorted out their problem till today Shame on BJP surrendered to TMC GOONS @narendramodi @AmitShah @SuvenduWB,0.194,0.806,0.0,-0.872
273,state violence,Last month's @JournalofEthics issue collects perspectives that look to history for lessons about how to make the U.S. health sector more just. ,0.0,1.0,0.0,0.0
274,state violence,Nonprofits awarded grants to expand services  to victims of family violence and sexual assault by State of Indiana ,0.351,0.412,0.237,-0.6486
275,state violence,violence can never be justified be it from PMLN PTI or any other political party - or human for that matter. support whoever you like but dont be blind cult followers. sad state of affairs ,0.191,0.595,0.215,-0.2363
276,state violence,If seeing innocent people have their homes dreams dignity  lives destroyed in Ukraine got you angry about the injustice of state-sponsored violence—I hope youre bringing that same indignation to whats happening in Jerusalem now.Otherwise it wasnt really about justice.,0.289,0.524,0.187,-0.7834
277,state violence,You can be both.To deny that is philosophically ignorant.Defense of life sometimes means protecting innocent life from violence with the threat or application of violence.Its our nature.Its our fallen state. ,0.312,0.628,0.06,-0.875
278,state violence,Palestinians in Jenin evoke painful past as violence flares - state_of_palestine international united_states palestinians saudi_arabia gaza_strip west_bank israel jordan jenin chile qatar syria ,0.259,0.741,0.0,-0.7906
279,state violence,RamnavamiRiotRowCongress  BJP are two sides of the same coin. Whether in Rajasthan MP or Gujarat the state governments have abated the people to create violence damage the properties  spread hatred: warispathanConverseIndia with RShivshankar ,0.27,0.681,0.049,-0.886
280,state violence,They are both a bit of play acting to distract you from the fact that conservatism is categorically opposed to correcting for causes and prefers instead to use state violence to wreak havoc on the victims of their committed inaction.,0.284,0.627,0.088,-0.875
281,state violence,When fresh allegations of domestic violence were lodged against former Missouri Gov. Eric Greitens last month one of his Republican rivals for the states open Senate seat Rep. Vicky Hartzler stepped up and called for him to end his campaign. ,0.092,0.856,0.052,-0.4215
282,state violence,In recent Jahangirpuri violence by Ms. It's evident fact that state is incapable of protecting hs. Don't let state fool you. Indian state can be paralysed by street violence.,0.283,0.654,0.063,-0.8553
283,state violence,Indian Express @IndianExpress  shown spine by publishing article of Sonia Gandhi on state of communal violence hatred biogtry in New India of Modi ji. Now waiting for entire ecosystem of Godi Media ED CBI Income tax RSS to start attacking Indian Express and Sonia Gandhi.,0.212,0.788,0.0,-0.9062
284,state violence,Delhi CM ArvindKejriwal said it is the Centre's responsibility to ensure peace is maintained in the national capital.,0.0,0.724,0.276,0.7269
285,state violence,Why does @amnesty @hrw @BBCAfrica @CNN @nytimes ignore state violence against Oromos (+ Million) in Ethiopia?  @hrw @UNHumanRights @AJEnglish @UNICEFUSA @UN_HRC @AmnestyEARO @USEmbassyAddis @StateDept HumanRightsForOromo OromoVoice,0.216,0.784,0.0,-0.765
286,state violence,Why does @amnesty @hrw @BBCAfrica @CNN @nytimes ignore state violence against Oromos (+ Million) in Ethiopia?  @hrw @UNHumanRights @AJEnglish @UNICEFUSA @UN_HRC @AmnestyEARO @USEmbassyAddis @StateDept HumanRightsForOromo OromoVoice ,0.216,0.784,0.0,-0.765
287,state violence,Ahead of the Ram Navami violence in Karauli Popular Front Of India had alerted the Rajasthan State govt About the Hindutva vile plans But they didnt pay heed.ResistAntiMuslimViolence IndiaWithPFI,0.152,0.748,0.1,-0.4129
288,state violence,Anyone have a stat on how many deaths all countries create that didnt need to happen like by state violence (bombings sanctions police and wars) and inequality (hunger cold inability to escape abusive situations)? I get the feeling the usa would top the list..,0.201,0.623,0.176,-0.6597
289,state violence,The violence really has been in the state should be reminded from the state Shivraj Ka Rajdand ,0.204,0.796,0.0,-0.6249
290,state violence,The violence in the state should be reminded from the state Shivraj Ka Rajdand ,0.24,0.76,0.0,-0.6249
291,state violence,The violence in the state should be reminded from the state Or the CM will was many consequencesShivraj Ka Rajdand ,0.177,0.823,0.0,-0.6249
292,state violence,Happening this morning…NYPD is once again destroying tents and belongings of our unhoused neighbors at the direction of fascist @NYCMayor.The foot soldiers for capitalism and the ruling class carrying out state violence. ,0.28,0.72,0.0,-0.9062
293,state violence,LRT WHAT IF OMI-OMI ONLY GRUMPY ALL THE TIME CAUSE HE'S A SECRET SOFTIE WHO FINDS EVERYTHING ADORABLE  ENDEARING.SO HE'S JUST IN A CONSTANT STATE OF AGGRESSIVE AFFECTION.LIKE GRRRRR I CRAVE VIOLENCE. MUCH SQUISH. TOO CUTE.,0.139,0.709,0.152,0.128
294,state violence,The violence in the state should be reminded from the state Or the CM will was many consequences,0.194,0.806,0.0,-0.6249
295,state violence,This violence isn't natural it is imposed by the State.,0.518,0.482,0.0,-0.7587
296,state violence,First start from your home .Rajatstan where communal violence occured is ruled by Congress .Sadhus are lynched in maharastra which honourable pawar represents . Mamata's goons perpetrated unimaginable violence . Do start there . Law and order is state subject . ,0.181,0.751,0.068,-0.7269
297,state violence,People who were involved in NE Dilli riots haven't been brought to justice yet and we hear this... yet again. Until state does more violence and bring them to fear law we won't move anywhere. This will be a yearly affair. Every year more brutal than the previous one. ,0.248,0.697,0.055,-0.9167
298,state violence,Either you break the constitutionincite violence use religion card or call someone a traitor. The state will not bow down to you democracy will live and prevail. The empire of incompetence  selected puppets is collapsing bit by bit. Jiya Jamhooriyatjiye constitution!!,0.216,0.784,0.0,-0.8802
299,state violence,This strike is the st in the country in decades.  The fear is that the state will resort to violence  target these fishermen.SaudiArabia ,0.306,0.694,0.0,-0.8316
300,state violence,EU countries: France Germany Italy and Spain decry the violence of Palestinians at the Temple in Jerusalem. They call for an unworkable two state solution which the Arabs have repeatedly rejected. Enough nonsense. Not ready for peace in our lifetime.,0.293,0.662,0.045,-0.9146
301,state violence,In  Montana lawmakers passed permitless carry. This huge spike in gun violence in the states cities is the logical outcome of Republicans actions. mtleg ,0.218,0.705,0.077,-0.6369
302,state violence,Short on denial of people and destructive violence. The Tel Aviv municipality hung this map all over the city denying the existence of a people Palestinians who the Israeli state has attacked since its founding in .  ,0.303,0.697,0.0,-0.926
303,state violence,“Clashes” and what “sparked the violence” when it is clear the apartheid terrrst state that is Israel is the aggressor and always has been ,0.068,0.833,0.098,0.2023
304,state violence,Its behavior like this thats totally unacceptable and that have turned New York into Gotham city lack of kindness and the need to violence by the residents of New York is sad and destroying this great state ,0.294,0.52,0.186,-0.72
305,state violence,My tweets are being deleted by Twitter God knows WHY? Let me state it all clear that we as a nation may have amnesia be clear we will never forget what PTI has done to the rule of law  constitution in . Cherry on top is inciting violence   propagating civil unrest.,0.071,0.743,0.186,0.567
306,state violence,This whole thread is documenting the actions of a fascist capitalist dystopia. When are people going to push back against state-sponsored violence? ,0.288,0.712,0.0,-0.8271
307,state violence,If the choice is between supporting the well-funded violence of the state and the justified rage of the oppressed its clear what side we have to be on.Don't let Ukraine's war distract you from the particulars. ,0.248,0.535,0.217,-0.3927
308,state violence,Because &gt; the facts state You're more like this when You cause Animals suffering &gt; Or are You Pro~Life   ,0.135,0.743,0.122,-0.079
309,state violence,We cannot continue basing all world systems on nation state violence-based financial systems.  We either choose to change or the ClimateCrisis will change us.  To prepare please study @LeanDictionary we will need the wisdom contained therein. ,0.0,0.856,0.144,0.6908
310,state violence,Calculated state violence against LGBTQ folk. Thats what were now seeing.,0.291,0.709,0.0,-0.6249
311,state violence,“Russia is a terrorist state. Putin is a war criminal” Milewski said.We need to say so. UkraineJapan Most Strategic Partner to Help Avoid Rise of Violence in Ukraine Says Polish Envoy | JAPAN Forward ,0.342,0.596,0.062,-0.9217
312,state violence,State-sanctioned violence. ,0.804,0.196,0.0,-0.6249
313,state violence,Well isnt that whats she paid for? The more students under perform the more  money gets thrown to the cityby the state and federal to fix the problem but instead salaries increased thus continues the never ending cycle of corruptionviolence and Drug use ,0.04,0.869,0.091,0.3291
314,state violence,The incoming government of Nigeria and Kaduna State in  must end the terrorism in Kaduna. Its been almost a decade that Southern Kaduna has been continually terrorized. Going into/out of Kaduna is extremely difficult due to terrorism.Kaduna is a hotbed of violence,0.302,0.698,0.0,-0.9485
315,state violence,Shahbaz and Hamza are now in the chief executive positions. All excuses end now. The violence that PTI is indulging in needs a crushing response. Dont delay it! Get your cabinet up and running and establish the states writ.,0.157,0.798,0.045,-0.7123
316,state violence,Mnuuuuh yes the victims of a genocidal apartheid state are just like the Confederacy and the victims of centuries of institutional violence systemic racism and slavery are just like Ukrainians!Liberals stop being racist challenge  ,0.437,0.399,0.163,-0.9523
317,state violence,This is what good people fail to understand.And the threat of state violence means nothing will ever happen even if they should come to understand this one day. ,0.29,0.633,0.077,-0.8442
318,state violence,In African thinking if things dont work out or go your way there is always the option of stealing or violence .   Blacks have never been worried about the state of the country or the future because they know they will do anything to survive for eg looting and mugging .,0.14,0.826,0.034,-0.7853
319,state violence,Report to the ministry of women Affairs in the state. Or approach any NGO that handle the affairs of Womendomestic violence and Child's welfare. Any of these two entities would take it up. ,0.114,0.886,0.0,-0.6249
320,state violence,BJP worker's murder in Chhendipada: Union Minister Dharmendra Pradhan blasts Odisha govt for failing to stop political violence even after Panchayat  Urban elections in the State. Police should take impartial action against the perpetrators of such violence says Pradhan,0.382,0.618,0.0,-0.9657
321,state violence,The state has monopoly on violence. It points its finger at unlawful people smugglers whilst launching its own (lawful?) trafficking scheme. ,0.255,0.745,0.0,-0.7579
322,state violence,We invite everyone to join us at the Open Assembly Against Pushbacks  Border Violence in Athens.We discuss border violence  state violence against migrants/refugees in Greece  plan actions and events.Sunday / @ :/:Protomagias Square (Pedion Areos park) ,0.273,0.643,0.084,-0.8885
323,state violence,State of these fucking animals. Where is the outcry tho? They could find m for Notre Dame in a day but they cant even find the energy to condemn Israeli violence. We see yall. ,0.268,0.669,0.063,-0.8608
324,state violence,By demolishing some illegal buildings MP govt has very quickly diverted the attention from Khargone violence. No answers on how  why state police  intelligence failed caught sleeping while so much build up took place. @ChouhanShivraj @drnarottammisra,0.279,0.655,0.066,-0.8779
325,state violence, Golden State Warriors head coach Steve Kerr says moments of silence wont solve gun violence ,0.084,0.634,0.282,0.5773
326,state violence,Ahead of the Ram Navami violence in Karauli Popular Front had alerted the Rajasthan State govt. about the Hindutva vile plans. But they didnt pay heed. ResistAntiMuslimViolence IndiaWithPFI ,0.157,0.74,0.103,-0.4129
327,state violence,This is entitlement. They can't hold the state hostage and not face any consequences. Those inciting violence and civil unrest must not go unpunished. PunjabAssembly ,0.146,0.854,0.0,-0.6249
328,state violence,Since youre saying global south LatAm experiences mad violence against women yet these killings arent referred to as honor killings Puerto Rico had to declare a state of emergency January  due to femicides yet the west doesnt call it honor killing ,0.378,0.519,0.104,-0.9578
329,state violence,This is really fascinating to look at through the lenses of abolitionism and abolitionist geography: the death of distance NIMBYism state violence and gentrification. ,0.244,0.64,0.116,-0.6378
330,state violence,The Israeli state is an apartheid state and operates constant harassment violence and unremitting interference in the lives of Palestinians. HumanRights ,0.286,0.714,0.0,-0.8225
331,state violence,Pakistan is a nuclear state. But Few are trying to make it a banana republic. Anyone who is inciting violence and civil unrest should be dealt with iron-hands. Law of the land should prevail. The fascist forces shall bite the dust InshaAllah.,0.217,0.783,0.0,-0.9109
332,state violence,The viral video is old from October  when the northeastern state of Tripura witnessed widespread violence in which several mosques and Muslim houses were vandalised.factcheck tripura muslims communal oldvideo,0.128,0.872,0.0,-0.6249
333,state violence,“Russia has a national sickness” “Its causes are authoritarianism corruption at every level of society poverty and state propaganda. Hatred of violence toward those who live differently democratically like Ukrainians is a symptom of their sickness ,0.302,0.643,0.055,-0.9022
334,state violence,RamnavamiRiotRowCongress  BJP are two sides of the same coin. Whether in Rajasthan MP or Gujarat the state governments have abated the people to create violence damage the properties  spread hatred: warispathanConverseIndia with RShivshankar ,0.27,0.681,0.049,-0.886
335,state violence,“Russia is a terrorist state. Putin is a war criminal” Milewski said.We need to say so. UkraineJapan Most Strategic Partner to Help Avoid Rise of Violence in Ukraine Says Polish Envoy | JAPAN Forward ,0.342,0.596,0.062,-0.9217
336,state violence,Mnuuuuh yes the victims of a genocidal apartheid state are just like the Confederacy and the victims of centuries of institutional violence systemic racism and slavery are just like Ukrainians!Liberals stop being racist challenge  ,0.437,0.399,0.163,-0.9523
337,state violence,The state has monopoly on violence. It points its finger at unlawful people smugglers whilst launching its own (lawful?) trafficking scheme. ,0.255,0.745,0.0,-0.7579
338,police violence,One-on-One with Civil Rights Attorney Ben Crump Who Represents Families Impacted by PoliceViolence ,0.0,1.0,0.0,0.0
339,police violence,Boston Police investigate a gas station shooting in Roslindale Friday night that left one man dead and another wounded. Community members are grieving the loss of another resident to gun violence. @GBHNews,0.387,0.613,0.0,-0.9468
340,police violence,QC Africana Studies Brown Bag Series: Race Police Violence  Perceptions of Criminality in Early s NYC / : pm Zoom RSVP:   In conversation with Prof. Robyn Spencer of Lehman College  QC History professor Peter Vellon. ,0.117,0.883,0.0,-0.6249
341,police violence,The suspension of evictions in Sheikh Jarrah and the restraint from both Israeli police and Palestinian youths have led to a surprising calm during a tense period throughout Israel  but all that could still change in an instant  ,0.045,0.871,0.084,0.128
342,police violence,YOUR A SLOB NO ONE IN PUBLIC KNOWS U DON'T RESOLVE. U DRESS WELL BUT U HAVE A NASTY MOUTH. U TURN UP YOUR NOSE AT RECOVERY SECRETLY YOU'RE A DEVIL. U NEED A RECOVERY PASTOR/IN CHRIST [person by experience knowsor has overcome addiction violence police records Helps poor] ,0.401,0.543,0.056,-0.9718
343,police violence,In light of the recent violence against women and the sickening lack of police response.  Ladies of yyc if you want to do something but are uncomfortable doing it by yourself (running walking shopping etc)  Message me. If I can Ill be your buddy.,0.261,0.716,0.022,-0.9072
344,police violence,This thread of video evidence reveals how violence is being systematically  unleashed against Muslim communities in India with the Indian police aiding the Hindu mob. ,0.146,0.854,0.0,-0.6249
345,police violence,How bad is gun violence in Philadelphia? So bad that illegal possession of a gun is no longer considered a crime serious enough to be prosecuted.   The Philly D.A. is a fucking MORON.  Stop question  frisk WORKS.  All this blood is partly on HIS hands,0.546,0.454,0.0,-0.9873
346,police violence,this is why we have cinema !!!  Kid me playing the VHS over and over learning about injustice capitalism police violence bought politicians prison industrial complex unionizing worker's rights mutual aid tone policing AND SOLIDARITY.  ,0.256,0.642,0.101,-0.8498
347,police violence,Celebrations/Processions were for Ramnavami all across the country But we witnessed HinduMob provoking  inciting violence infront of Muslim localities  masjids? Police/authorities instead of taking strict actionwere seen protecting these criminals  Nothing surprising though,0.343,0.657,0.0,-0.9444
348,police violence,/   Violent crime is up across the country. Its not an issue unique to Memphis. There is also an increase in police violence.   DecarcerateMemphis DecarcerateRehabilitate communityinvestment notincarceration MemphisTN EndPretextualTrafficStops ,0.304,0.635,0.061,-0.8807
349,police violence,To those people who are sending death threats or threats of violence to @_Neffertity_  you better hope I don't find out where you live! I will screenshot every threat and call and report you to your local police department! It is not funny or warranted to send death threats!! ,0.389,0.528,0.083,-0.9701
350,police violence,More violence and chaos resulting from @GregCasar defunding the police. ,0.511,0.489,0.0,-0.854
351,police violence,Violence broke out between two groups of students in JNUDelhi over serving of non- vegetation food in the students hostel as the ABVP beat hostel staff threatening not to serve non-veg food .DCP Southwest says legal action follows as per complaints .Fair police investigation ? ,0.237,0.693,0.069,-0.8807
352,police violence,All life on Earth is threatened by the delusions of politicians corporations and billionaires and by the violence of their industries militaries and police.    You dont deserve to be treated this way you deserve peace safety freedom and a thriving habitable ecosystem.,0.132,0.672,0.196,0.5267
353,police violence,Study: Police are more likely to use violence on individuals stopped in the company of a Black man across gender race and ethnicity. Furthermore police point their guns at Black men slightly more than at Black women.  Science the__clavicle,0.143,0.857,0.0,-0.7184
354,police violence,Stop police sexual violence against Women. SAAM  MeToo  NDA ,0.474,0.526,0.0,-0.743
355,police violence,NewsRecap: Bent on addressing the upsurge of school violence Police Commissioner Major General Antony Anderson says the JCF will be adding reinforcement in schools. Details:  CVMTV News,0.136,0.864,0.0,-0.6249
356,police violence,The State Departments civil rights concern ring hollow after decades of pushing zero-tolerance policing militarization and mass incarceration in El Salvador:  ,0.0,1.0,0.0,0.0
357,police violence,Nice to see Frank Serpico leave behind the brutality and mindless violence of the police force and get a more relaxing job…  SASWhoDaresWins ,0.354,0.464,0.182,-0.7102
358,police violence,tw // police brutality violence  attempted murder  elderly abuse cw // blood . . . this is beyond sickening . ,0.65,0.35,0.0,-0.9698
359,police violence,Marjorie T. Greene calls cops on Jimmy Kimmel for an ongoing issue and nonviolent threat of violence against her. MTG should be arrested and resign for filing a false police report  Police have real threats violence and emergencies to respond to. MTGHiresWillSmith,0.362,0.638,0.0,-0.9633
360,police violence,Geez…wonder if it was gang related violence?  Double fatal shooting in Natomas police say ,0.388,0.612,0.0,-0.8225
361,police violence,~Marjorie Taylor Greene reports Jimmy Kimmel joke to Capitol Police as threat of violence - National~    Late-night talk show host Jimmy Kimmel has responded to Georgia Republican Rep. Marjorie Taylor Greenes accusation that a joke told on Kimm... ,0.212,0.69,0.098,-0.7269
362,police violence,What Kenyas Killer Cops Reveal About Police Culture  Anthropologists studying police violence in Nairobi are uncovering systemic problems that shed light on brutal law enforcement tactics around the world.  MT @SAPIENS_org,0.36,0.64,0.0,-0.9451
363,police violence,Traffic violence is a criminal act that threatens the health safety and welfare of our citizens and should be treated as a crime.   Speeding car rams several pedestrians including child and Chicago police sergeant in Near North neighborhood ,0.287,0.654,0.059,-0.8957
364,police violence,Indian Express might as well shut down all its bureaus and make news from press releases sent by police. Abetting in criminalising Muslims who were themselves the victims of the violence. ,0.175,0.767,0.058,-0.6486
365,police violence,Scenes of a Muslim trader throwing watermelons outside a Hanuman temple in Dharwad district of Karnataka ... Local media reported that Sri Rama Sena was behind the attack ... The violence was witnessed by the police. ,0.184,0.816,0.0,-0.802
366,police violence,Portland Police is on the scene of a shooting at SW th and SW Clay. This scene is near PSU where a student was killed earlier this week. I just interviewed the Pastor at Grace Church. He talked about the ongoing violence in the city. His church is located near the crime scene. ,0.199,0.755,0.046,-0.8834
367,police violence,One-on-One with Civil Rights Attorney Ben Crump Who Represents Families Impacted by Police Violence  WTTW News  ChronLaw Attorney News at   Attorney news law attorney lawyer,0.146,0.854,0.0,-0.6249
368,police violence,Utica saw it's eighth shooting of the year early this morning.  Multiple agencies had to be called in to keep the scene from turning into a full-blown riot. Thankfully the victim will survive.   You'll find the updated gun violence tracking map below.  ,0.239,0.706,0.055,-0.8555
369,police violence,last elections were a low blow but todays result feel like a direct punch to the gut. for the last years we've seen racially motivated (police) violence increase th exclusion of queer persons a complete silence on violent migration policies no environmental policies,0.301,0.53,0.169,-0.8381
370,police violence,Uneducated Unemployed Brainwashed youth intoxicated with Communalism are mere tools in the hand of 'employers' who provide everything including saffron uniform for becoming FootSoldiersOfHate.  Police must take their 'employers' into custody for violence!  StopHateCrime ,0.111,0.808,0.081,-0.2942
371,police violence,White feminists really hate when you tell them to stop collaborating with police to criminalize the sex trade and yet the police murder more women than pimps and traffickers. Theyre really okay with violence against women as long as its legalized violence.,0.339,0.623,0.038,-0.9608
372,police violence,BJP and Modi Govt Enabled Anti Muslim Genocide and Violence In Entire India ? Well and Preplanned Mass Hindutva Terror Attack Against Indian Muslims in karnataka MadhyaPradesh Gujarat in Presence of Police ...... IndianMuslimsUnderAttack ,0.3,0.651,0.049,-0.8957
373,police violence,Prisoners killed in Turkish prisons are buried with police violence without giving a funeral vehicle or washing it.  @UNHumanRights  @Europarl_EN  @hrw   ZindanlarÖlümEvleri ,0.435,0.499,0.066,-0.9157
374,police violence,Wth Portland? I was just there. Whats going on with this gun violence?  ,0.541,0.459,0.0,-0.8912
375,police violence,several reports coming in from different parts of Indiaof organized mobs attacking mosques and muslims.silent majority continues to approve of this terror being unleashed in their name. like always police are not only protecting the mob but also participating in the violence.,0.203,0.762,0.035,-0.8555
376,police violence,Officials Searching For Silver Mercedes Benz After Suspect Shot Man During Carjacking In Frankford: Philadelphia Police  CBS Philly ,0.115,0.885,0.0,-0.296
377,police violence,The worst part of violence in India is that extremists does not fear law  order anymore and the police is JUST watching the show..... ArrestBajarangMuni  IndianPolitics,0.242,0.68,0.078,-0.763
378,police violence,Officials Searching For Silver Mercedes Benz After Suspect Shot Man During Carjacking In Frankford: Philadelphia Police  via @CBSPhilly,0.115,0.885,0.0,-0.296
379,police violence,Police say the man was dragged out of his vehicle by several suspects including one that shot him in the stomach.  ,0.159,0.841,0.0,-0.3818
380,police violence,TW: Police Violence Death  Cop executes unarmed prisoner in back of car ,0.561,0.439,0.0,-0.91
381,police violence,I now have ethical approval for my  Understanding Domestic and Sexual Violence Masters Dissertation! I'm looking for participants to take part in interviews on experiences of men reporting their abuse to the police.  Interested? Then please contact me...  domesticabuse ,0.16,0.615,0.225,0.3382
382,police violence,Georgia GOP civil war erupts over Herschel Walker's domestic violence history: He can't win  . The baggage is too heavy. It'll never happen..”  Walker has a history of domestic violence and threatening shootouts with police. Let that happen.   ,0.375,0.625,0.0,-0.9616
383,police violence,everyday a woman somewhere in the world dies from domestic violence but people would rather police the tone of women who speak out and call them bitter instead of addressing the issue - femicide.,0.172,0.828,0.0,-0.7391
384,police violence,Immediately arrest ABVP Goons Behind the JNU Violence!   Join Protest At Police Headquarters Ashoka Road Delhi  th April  pm  NoToHooliganism NoToViolence Peace ,0.279,0.54,0.181,-0.4753
385,police violence,Children can be exposed to violence crime or abuse ... and still have to go to school the next day.  How can we help? SaludTues   ,0.366,0.559,0.075,-0.886
386,police violence,Macron's been SUCH a disappointment as President. Just another Thatcherite just another neoliberal. The violence of his police is shameful too-  But you know - when I look back through French politics over recent decades it's no wonder the people are clearly at their wits' end.,0.188,0.743,0.069,-0.6187
387,police violence,This is basically a call to mobilise the minority community for street violence. Normally people call police  authorities. Same old rant of इस्लाम ख़तरे में  ,0.228,0.772,0.0,-0.7579
388,police violence,a lot of people who talk about the evils of government just are upset about payroll taxes they're very sick of payroll taxes  they don't really care about the drug war or corruption or human rights or police violence  it's just payroll taxes for them,0.353,0.647,0.0,-0.9672
389,police violence,FTP. The systemic incarceration  violence of Indian Muslim young men and boys by the police is so common there's a term for it; encounter killings. ,0.281,0.719,0.0,-0.8625
390,police violence,Attorney Ben Crump has become a household name as the go-to lawyer for families impacted by police violence including those of Michael Brown George Floyd Breonna Taylor and Jacob Blake. He joins BlackVoicesWTTW and @BrandisFriedman for an interview.   ,0.102,0.898,0.0,-0.6249
391,police violence,Dead Muslims are more normalized than police violence or transphobia but its not mentioned by people because they dont really care . They creating a thread to go viral not to speak any of their thoughts . Because of them we are doomed ,0.279,0.661,0.06,-0.9113
392,police violence,Trump is now claiming he wanted to march on the Capitol with his supporters but Secret Service forbid it.  What a crock of crap!  He went straight to the WH to clap for his supporters.  He could have ended the violence immediately but relished the battle with the police.,0.242,0.632,0.126,-0.8605
393,police violence,Mere tweets ko police karke kya milega tum log ko? Ye violence ruk jayega? Hadh hai! Keep raising hell against the fascists na. Please focus.,0.324,0.61,0.067,-0.8706
394,police violence,Against ABVP's Violence in JNU Campus!   Students attacked women harassed Muslim vendors villified all in the name of food choices!   Join Protest Call At  Delhi Police Headquarters Jai Singh Marg Ashoka Road  Tomorrow th April PM ,0.284,0.668,0.047,-0.8997
395,police violence,A -year-old New York girl was arrested Friday in connection with a double stabbing that happened near a parade.  ,0.171,0.829,0.0,-0.4767
396,police violence,Of course   US  justice  always defends violence committed by its fascist police force ,0.347,0.405,0.248,-0.4939
397,police violence,Too bloody right. The government are inflicting violence on us by making us forego food heat and socialising for lack of money. No wonder the only public service they're recruiting for is police.,0.284,0.716,0.0,-0.8885
398,police violence,On the issue of gun violence: Turning your child and that illegal gun over to police is NOT the hardest act a parent might do! Actually burying your child from being murdered is!,0.393,0.607,0.0,-0.9551
399,police violence,As you try to make sense of recent violence that has unfolded in JNU Khargone Karauli and possibly other unreported places do think about the role of the police and specifically think about police inaction. In  I wrote this report  ,0.142,0.858,0.0,-0.7269
400,police violence,Its fuckin disgusting the anti Muslim violence happening in India the past few days and its going to new heights everyday and the fact the government and police arent doing anything I hope those inhuman ppl doing this shit go to hell and rot,0.363,0.637,0.0,-0.9685
401,police violence,The search continues for the man police say shot and killed his ex-girlfriend while she was pumping gas near the King of Prussia Mall. @RossDiMattei reports.  ,0.153,0.847,0.0,-0.6705
402,police violence,You know the Naked Gun movies are pretty cavalier with the jokes about police violence. All  have some joke about Frank Drebin shooting/killing suspects. Police Squad! didn't do that.,0.232,0.581,0.187,-0.4199
403,police violence,THE TRUTH CANNOT HIDE - ATTENTION NEWS - Women and children are in danger caused by Traffickers who own mining servers and sell women and children as NFT. Military grade spycraft to target Stop bidding humans for slavery Violence Police violencepolicier Election French ,0.266,0.641,0.093,-0.8862
404,police violence,Watch | Students of JNU Protesting at Vasant Kunj Police station after violence in the campus on Sunday ,0.315,0.685,0.0,-0.7845
405,police violence,Israeli police learned last Ramadan's lesson and Jerusalem's Old City remains calm: Police are managing tensions well  for now  compared to an outburst of violence in May last year by avoiding collective punishment and provocation  Haaretz ,0.265,0.641,0.094,-0.8402
406,police violence,THE TRUTH CANNOT HIDE - ATTENTION URGENT - Women and children are in danger caused by Traffickers who own mining servers and claim the stake of those women and children as target into NFT. Stop bidding humans for slavery Violence Police violencepolicier Election French ,0.293,0.617,0.09,-0.9107
407,police violence,tw/ police violence brutality blood ,0.73,0.27,0.0,-0.8442
408,police violence,THE TRUTH CANNOT HIDE - ATTENTION URGENT NEWS - Women and children are in danger caused by Traffickers who own mining servers and claim the stake of those women and children as NFT. Stop bidding humans for slavery Violence Police violencepolicier Election French Cruel ,0.343,0.571,0.086,-0.9463
409,police violence,hiddencam planted in the residence of women and children to market nude sex porn videos of innocent women and children on NFT platform auction women and children to fund political groups EXTREME VIOLENCE FrenchPolice ViolencePolicier FRANCE Cruel Corrupt Police ,0.184,0.765,0.051,-0.8038
410,police violence,HumanRights - Political groups are not authorized to play with the lives of innocent civilians women and children. Stop auctioning human beings on NFT market place. NotATarget ViolencePolicier FrenchPolice brutal extreme Violence ViolenceAgainstWomen Police France ,0.284,0.662,0.055,-0.876
411,police violence,Migrant Crisis colour  Women Children RightToJustice Crime against innocent civilians to fund political groups and election must stop. Police Brutal Cruel Violence ViolencePolicier FrenchPolice France French Mayor People blockchain secret channel ,0.452,0.498,0.05,-0.9657
